external_id,building_code,name,latitude,longitude,status,country,type,serial_numbers
Honduras_HNDTEGOCO01_CO Tegucigalpa 01,HNDTEGOCO01,CO Tegucigalpa 01,14.091748,-87.185086,Open,Honduras,office,"009-80898,009-808C0"
Hungary_HUNBUDOMC01_MC Budapest 01,HUNBUDOMC01,MC Budapest 01,47.516588,19.018236,Open,Hungary,office,009-8093A
Indonesia_IDNJAKOCO01_CO Jakarta 01,IDNJAKOCO01,CO Jakarta 01,-6.207952,106.8292,Open,Indonesia,office,"009-80856,009-80DA2"
Indonesia_IDNMDNOFO01_FO Medan 01,IDNMDNOFO01,FO Medan 01,3.586971,98.682362,Open,Indonesia,office,"009-80856,009-80DA2"
Indonesia_IDNMKSOFO01_FO Makassar 01,IDNMKSOFO01,FO Makassar 01,-5.134624,119.414213,Open,Indonesia,office,"009-80856,009-80DA2"
Indonesia_IDNTANOFO01_FO Tanjung Pinang 01,IDNTANOFO01,FO Tanjung Pinang 01,0.913424,104.489355,Open,Indonesia,office,"009-80856,009-80DA2"
India_INDCNIOFO01_FO Chennai 01,INDCNIOFO01,FO Chennai 01,11.07936,79.64667,Open,India,office,009-80832
India_INDCNIOFO01_FO Chennai 01,INDCNIOFO01,FO Chennai 01,12,80,Open,India,office,009-80832
India_INDNDEOCO01_CO New Delhi 01,INDNDEOCO01,CO New Delhi 01,28.56521,77.16115,Open,India,office,009-80833
Iran_IRNESFOFU01_FU Esfahan 01,IRNESFOFU01,FU Esfahan 01,32.707303,51.673582,Open,Iran,office,009-808BF
Iran_IRNKEROSO01_SO Kerman 01,IRNKEROSO01,SO Kerman 01,30.28477,57.03689,Open,Iran,office,009-808BC
Iran_IRNMASOSO01_SO Mashad 01,IRNMASOSO01,SO Mashad 01,36.318,59.5568,Open,Iran,office,009-808D5
Iran_IRNSHROSO01_SO Shiraz 01,IRNSHROSO01,SO Shiraz 01,29.5755,52.59702,Open,Iran,office,009-808BD
Iran_IRNTEHOCO01_CO Tehran 01,IRNTEHOCO01,CO Tehran 01,35.762035,51.399155,Open,Iran,office,009-808AF
Iraq_IRQDHKOSO01_SO Dohuk 01,IRQDHKOSO01,SO Dohuk 01,36.856639,42.983541,Open,Iraq,office,009-808E0
Iraq_IRQERBOCO01_CO Erbil 01,IRQERBOCO01,CO Erbil 01,36.212696,43.972316,Open,Iraq,office,009-808E1
Iraq_IRQKIROFO01_FO Kirkuk 01,IRQKIROFO01,FO Kirkuk 01,35.48871,44.38175,Closed,Iraq,office,009-80A9B
Iraq_IRQMSLOSO01_SO Mosul 01,IRQMSLOSO01,SO Mosul 01,36.391371,43.128381,Open,Iraq,office,009-80A9B
Central African Republic_CAFBEBOFO01_FO Berberati 01,CAFBEBOFO01,FO Berberati 01,4.260723,15.791245,Open,Central African Republic,office,009-80B2C
Central African Republic_CAFBRIOFU01_FU Bria 01,CAFBRIOFU01,FU Bria 01,6.55093,21.95944,Open,Central African Republic,office,009-80B34
Democratic Republic of the Congo_CODARUOSO01_SO Aru 01,CODARUOSO01,SO Aru 01,2.862412,30.840732,Open,Democratic Republic of the Congo,office,009-808DC
Israel_ISRTELOFO01_FO Tel Aviv 01,ISRTELOFO01,FO Tel Aviv 01,32.06943,34.78584,Open,Israel,office,009-809F7
Italy_ITACTNOFU01_FU Catania 01,ITACTNOFU01,FU Catania 01,37.501,15.091,Open,Italy,office,009-809F7
Italy_ITALABOFU01_FU Lampedusa 01,ITALABOFU01,FU Lampedusa 01,35.511,12.6,Open,Italy,office,009-809F7
Italy_ITAMILOFO01_FO Milan 01,ITAMILOFO01,FO Milan 01,45.466,9.198,Open,Italy,office,009-809F7
Democratic Republic of the Congo_CODGBAOSO01_SO Gbadolite 01,CODGBAOSO01,SO Gbadolite 01,4.27612,21.00351,Open,Democratic Republic of the Congo,office,009-80B31
Jordan_JORIRBOFO01_FO Irbid 01,JORIRBOFO01,FO Irbid 01,32.534498,35.826194,Open,Jordan,office,009-80967
Jordan_JORMAFOSO01_SO Mafraq 01,JORMAFOSO01,SO Mafraq 01,32.33565,36.22052,Open,Jordan,office,009-80A76
Bulgaria_BGRSOFOCO01_CO Sofia 01,BGRSOFOCO01,CO Sofia 01,42.696202,23.317399,Open,Bulgaria,office,009-809AE
Afghanistan_AFGKANOSO01_SO Kandahar 01,AFGKANOSO01,SO Kandahar 01,31.61931,65.68305,Open,Afghanistan,office,"009-80848,009-80DAA"
Kenya_KENIFOOFU01_FU Ifo 01,KENIFOOFU01,FU Ifo 01,0.102232,40.307892,Open,Kenya,office,009-80A27
Kenya_KENKAKOSO01_SO Kakuma 01,KENKAKOSO01,SO Kakuma 01,3.71047,34.85726,Open,Kenya,office,009-8085B
Kenya_KENNAIOCO01_CO Nairobi 01,KENNAIOCO01,CO Nairobi 01,-1.23186,36.818749,Open,Kenya,office,009-80961
Kenya_KENNAIOLO01_LO Nairobi 01,KENNAIOLO01,LO Nairobi 01,-1.2513,36.79133,Open,Kenya,office,009-80961
Kyrgyzstan_KGZBISONO01_NO Bishkek 01,KGZBISONO01,NO Bishkek 01,42.876508,74.589805,Open,Kyrgyzstan,office,009-8083B
South Korea_KORSEOOCO01_CO Seoul 01,KORSEOOCO01,CO Seoul 01,37.566495,126.979415,Closed,South Korea,office,009-8083B
Kosovo_KOSPRIOOC01_OC Pristina 01,KOSPRIOOC01,OC Pristina 01,42.656714,21.15625,Open,Kosovo,office,009-8085F
Kuwait_KWTKUWOCO01_CO Kuwait City 01,KWTKUWOCO01,CO Kuwait City 01,29.274551,48.057947,Open,Kuwait,office,009-80789
Lebanon_LBNBEIOCO01_CO Beirut 01,LBNBEIOCO01,CO Beirut 01,33.872372,35.491716,Open,Lebanon,office,"009-808B0,009-809E5"
Libya_LBYTRLOCO01_CO Tripoli 01,LBYTRLOCO01,CO Tripoli 01,32.83605,13.064294,Open,Libya,office,009-808B4
Sri Lanka_LKACLMOCO01_CO Colombo 01,LKACLMOCO01,CO Colombo 01,6.9271,79.8612,Open,Sri Lanka,office,009-8085A
Morocco_MARRBTOCO01_CO Rabat 01,MARRBTOCO01,CO Rabat 01,33.980955,-6.832643,Open,Morocco,office,009-80858
Republic of Moldova_MDAPLKOFU01_FU Palanka 01,MDAPLKOFU01,FU Palanka 01,46.41002,30.076175,Open,Republic of Moldova,office,009-80858
Mexico_MEXAGUOFU01_FU Aguas Calientes 01,MEXAGUOFU01,FU Aguas Calientes 01,21.885825,-102.290445,Open,Mexico,office,009-809FF
Mexico_MEXIRAOFU01_FU Irapuato 01,MEXIRAOFU01,FU Irapuato 01,20.679253,-101.356026,Closed,Mexico,office,009-809EF
Mexico_MEXLEOOFU01_FU Leon 01,MEXLEOOFU01,FU Leon 01,21.117261,-101.679332,Open,Mexico,office,009-809EF
Mexico_MEXPALOFU01_FU Palenque 01,MEXPALOFU01,FU Palenque 01,17.513995,-91.991448,Open,Mexico,office,009-809ED
Mexico_MEXQUEOFU01_FU Queretaro 01,MEXQUEOFU01,FU Queretaro 01,20.583796,-100.403535,Open,Mexico,office,009-809ED
Mexico_MEXSALOFU01_FU Saltillo 01,MEXSALOFU01,FU Saltillo 01,25.456675,-100.982513,Open,Mexico,office,009-80AFE
Burundi_BDIMUYOFO01_FO Muyinga 01,BDIMUYOFO01,FO Muyinga 01,-2.843313,30.346226,Open,Burundi,office,009-80DC5
Mexico_MEXTAPOFO01_FO Tapachula 01,MEXTAPOFO01,FO Tapachula 01,14.914734,-92.25281,Open,Mexico,office,009-809FA
Mexico_MEXTENOFU01_FU Tenosique 01,MEXTENOFU01,FU Tenosique 01,17.476646,-91.426451,Open,Mexico,office,009-80A00
Mexico_MEXTIJOFU01_FU Tijuana 01,MEXTIJOFU01,FU Tijuana 01,32.539105,-117.059923,Open,Mexico,office,009-809FB
Malta_MLTVALOLO01_LO Valetta 01,MLTVALOLO01,LO Valetta 01,35.89914,14.51186,Open,Malta,office,009-8089E
Myanmar_MMRBUTOFO01_FO Buthidaung 01,MMRBUTOFO01,FO Buthidaung 01,20.868188,92.531405,Open,Myanmar,office,009-8085E
Myanmar_MMRHPAOFO01_FO Hpa An 01,MMRHPAOFO01,FO Hpa An 01,16.866692,97.66579,Open,Myanmar,office,009-80882
Myanmar_MMRLOIOFO01_FO Loikaw 01,MMRLOIOFO01,FO Loikaw 01,19.668242,97.215269,Closed,Myanmar,office,009-8087A
Myanmar_MMRYANOCO01_CO Yangon 01,MMRYANOCO01,CO Yangon 01,17.044697,96.170443,Open,Myanmar,office,009-808A8
Montenegro_MNEPODOCO01_CO Podgorica 01,MNEPODOCO01,CO Podgorica 01,42.43912,19.26232,Open,Montenegro,office,009-808A8
Mozambique_MOZMAPOCO01_CO Maputo 01,MOZMAPOCO01,CO Maputo 01,-25.95786,32.59639,Open,Mozambique,office,009-808EB
Mozambique_MOZNMPOFO01_FO Nampula 01,MOZNMPOFO01,FO Nampula 01,-15.11727,39.26896,Open,Mozambique,office,009-808F0
Mozambique_MOZPEMOSO01_SO Pemba 01,MOZPEMOSO01,SO Pemba 01,-12.96638,40.561796,Open,Mozambique,office,009-808F2
Mauritania_MRTBSKOSO01_SO Bassikounou 01,MRTBSKOSO01,SO Bassikounou 01,15.865677,-5.955094,Open,Mauritania,office,"009-80823,009-809C3"
Canada_CANMTROFO01_FO Montreal 01,CANMTROFO01,FO Montreal 01,45.52899,-73.70293,Open,Canada,office,009-80B37
Namibia_NAMWINOFO01_FO Windhoek 01,NAMWINOFO01,FO Windhoek 01,-22.56499,17.0984,Open,Namibia,office,009-80874
Niger_NERNIAOCO01_CO Niamey 01,NERNIAOCO01,CO Niamey 01,13.5402,2.105434,Open,Niger,office,009-808B8
Niger_NERNIAOFO01_FO Niamey 01,NERNIAOFO01,FO Niamey 01,13.5273,2.1048,Open,Niger,office,009-80867
Niger_NEROULOFU01_FU Ouallam 01,NEROULOFU01,FU Ouallam 01,14.31384,2.086087,Open,Niger,office,009-80895
Brazil_BRASPAOFO01_FO Sao Paulo 01,BRASPAOFO01,FO Sao Paulo 01,-23.57286,-46.690109,Open,Brazil,office,009-80935
Angola_AGOLUAOCO01_CO Luanda 01,AGOLUAOCO01,CO Luanda 01,-8.86124,13.20504,Open,Angola,office,009-80757
Nigeria_NGAMKUOFU01_FU Makurdi 01,NGAMKUOFU01,FU Makurdi 01,7.711691,8.529061,Open,Nigeria,office,009-80AA2
Nigeria_NGATAUOFO01_FO Takum 01,NGATAUOFO01,FO Takum 01,7.26436,9.98121,Open,Nigeria,office,"009-80AA1,009-80B74,009-80B7A"
Nigeria_NGAYOLOFO01_FO Yola 01,NGAYOLOFO01,FO Yola 01,9.24444,12.450953,Open,Nigeria,office,009-80A9D
Nepal_NPLKATOCO01_CO Kathmandu 01,NPLKATOCO01,CO Kathmandu 01,27.735598,85.333309,Open,Nepal,office,009-807B4
Pakistan_PAKHRPOFU01_FU Haripur 01,PAKHRPOFU01,FU Haripur 01,33.98472,72.908867,Open,Pakistan,office,009-80A6D
Pakistan_PAKISLOCO01_CO Islamabad 01,PAKISLOCO01,CO Islamabad 01,33.737772,73.129597,Open,Pakistan,office,009-80859
Pakistan_PAKKRCOFO01_FO Karachi 01,PAKKRCOFO01,FO Karachi 01,24.808374,67.033483,Open,Pakistan,office,"009-80A4D,009-80DFC"
Pakistan_PAKLOROFO01_FO Loralai 01,PAKLOROFO01,FO Loralai 01,30.39375,68.55582,Open,Pakistan,office,009-80A4E
Pakistan_PAKPESOSO01_SO Peshawar 01,PAKPESOSO01,SO Peshawar 01,33.994345,71.489044,Open,Pakistan,office,009-80A4F
Pakistan_PAKQETOSO01_SO Quetta 01,PAKQETOSO01,SO Quetta 01,30.222691,67.001546,Open,Pakistan,office,009-80A4C
Panama_PANPCTOMC01_MC Panama City 01,PANPCTOMC01,MC Panama City 01,8.997789,-79.579582,Open,Panama,office,009-8092F
Democratic Republic of the Congo_CODBUKOFO02_FO Bukavu 02,CODBUKOFO02,FO Bukavu 02,-2.498299,28.887277,Closed,Democratic Republic of the Congo,office,009-808DD
Democratic Republic of the Congo_CODKINOCO01_CO Kinshasa 01,CODKINOCO01,CO Kinshasa 01,-4.324783,15.299326,Open,Democratic Republic of the Congo,office,"009-80B24,009-80E1C"
Poland_POLKRKOSO01_SO Krakow 01,POLKRKOSO01,SO Krakow 01,50.13545,19.92936,Open,Poland,office,009-80A52
Poland_POLRZEOSO01_SO Rzeszow 01,POLRZEOSO01,SO Rzeszow 01,50.09696,21.98432,Open,Poland,office,009-80A52
Chile_CHLSNTOCO01_CO Santiago 01,CHLSNTOCO01,CO Santiago 01,-33.39879,-70.60098,Open,Chile,office,"009-80742,009-80760"
Cameroon_CMRBEAOFO01_FO Buea 01,CMRBEAOFO01,FO Buea 01,4.15295,9.23158,Closed,Cameroon,office,009-80A13
Cameroon_CMRDOUOFO01_FO Douala 01,CMRDOUOFO01,FO Douala 01,4.021662,9.706865,Open,Cameroon,office,009-80A15
Albania_ALBGJROFU01_FU Gjirokastra 01,ALBGJROFU01,FU Gjirokastra 01,40.083497,20.142355,Open,Albania,office,009-80757
Argentina_ARGBUEOMC01_MC Buenos Aires 01,ARGBUEOMC01,MC Buenos Aires 01,-34.59868,-58.38261,Open,Argentina,office,009-8086F
Cameroon_CMRKOUOFO01_FO Kousseri 01,CMRKOUOFO01,FO Kousseri 01,12.087646,15.033502,Open,Cameroon,office,009-80A0D
Burkina Faso_BFAOUGOFO01_FO Ouahigouya 01,BFAOUGOFO01,FO Ouahigouya 01,13.564941,-2.41834,Open,Burkina Faso,office,009-80DD0
Burkina Faso_BFAOUGOFO01_FO Ouahigouya 01,BFAOUGOFO01,FO Ouahigouya 01,13.564941,-2.414834,Open,Burkina Faso,office,009-80DD0
Afghanistan_AFGJALOSO01_SO Jalalabad 01,AFGJALOSO01,SO Jalalabad 01,34.43507,70.438659,Open,Afghanistan,office,"009-8087B,009-8087C,009-80DCD,009-80E1F,009-80E29,009-80E2A"
Ethiopia_ETHMEKOSO01_SO Mekelle 01,ETHMEKOSO01,SO Mekelle 01,13.485881,39.450535,Open,Ethiopia,office,009-8082D
Cameroon_CMRYAOOMC01_MC Yaounde 01,CMRYAOOMC01,MC Yaounde 01,3.891501,11.506572,Open,Cameroon,office,009-80860
Belarus_BLRMINOCO01_CO Minsk 01,BLRMINOCO01,CO Minsk 01,53.895903,27.569992,Open,Belarus,office,009-8089F
Costa Rica_CRIUPAOFO01_FO Upala 01,CRIUPAOFO01,FO Upala 01,10.899269,-85.017656,Open,Costa Rica,office,009-80787
United Arab Emirates_AREDBIOFO01_FO Dubai 01,AREDBIOFO01,FO Dubai 01,24.89521,55.07108,Open,United Arab Emirates,office,009-80B19
Burundi_BDIMAKOFO01_FO Makamba 01,BDIMAKOFO01,FO Makamba 01,-4.133462,29.802247,Open,Burundi,office,009-80B86
Chile_CHLARIOFU01_FU Arica 01,CHLARIOFU01,FU Arica 01,-18.45532,-70.28118,Open,Chile,office,"009-80742,009-80760"
Cameroon_CMRTOUOFU01_FU Touboro 01,CMRTOUOFU01,FU Touboro 01,6.51967,14.27951,Closed,Cameroon,office,009-809FC
Democratic Republic of the Congo_CODBAROFO01_FO Baraka 01,CODBAROFO01,FO Baraka 01,-4.101111,29.095833,Open,Democratic Republic of the Congo,office,009-80E08
Botswana_BWADUKOFO01_FO Dukwi 01,BWADUKOFO01,FO Dukwi 01,-20.5875,26.534166,Open,Botswana,office,009-80866
Burkina Faso_BFADIBOFU01_FU Djibo 01,BFADIBOFU01,FU Djibo 01,14.09257,-1.628494,Open,Burkina Faso,office,009-808F6
Bahamas_BHSNASOFO01_FO Nassau 01,BHSNASOFO01,FO Nassau 01,25.0739,-77.32629,Open,Bahamas,office,009-809AE
Brazil_BRABLMOFU01_FU Belem 01,BRABLMOFU01,FU Belem 01,-1.452063,-48.485312,Open,Brazil,office,009-80DDF
Colombia_COLPRROFU01_FU Pereira 01,COLPRROFU01,FU Pereira 01,4.812914,-75.694453,Open,Colombia,office,009-80DD9
Colombia_COLMTEOFU01_FU Monteira 01,COLMTEOFU01,FU Monteira 01,8.748912,-75.877878,Open,Colombia,office,009-80A30
Belize_BLZBLOONO01_NO Belmopan 01,BLZBLOONO01,NO Belmopan 01,17.166821,-88.919727,Open,Belize,office,009-80DDF
Croatia_HRVZAGOCO01_CO Zagreb 01,HRVZAGOCO01,CO Zagreb 01,45.81028,16.00158,Open,Croatia,office,009-80861
Aruba_ABWORAONO01_NO Oranjestad 01,ABWORAONO01,NO Oranjestad 01,12.5311,-70.03225,Open,Aruba,office,#N/A
Central African Republic_CAFOBOOFU01_FU Obo 01,CAFOBOOFU01,FU Obo 01,5.400083,26.491389,Open,Central African Republic,office,009-80B37
Cameroon_CMRMRUOSO01_SO Maroua 01,CMRMRUOSO01,SO Maroua 01,10.58746,14.31869,Open,Cameroon,office,009-80A0B
Bangladesh_BGDCOXOSO02_SO Coxs Bazar 02,BGDCOXOSO02,SO Coxs Bazar 02,21.214253,92.16383,Open,Bangladesh,office,"009-8092D,009-80B1A,009-80B27"
Afghanistan_AFGKANGGH01_GH Kandahar 01,AFGKANGGH01,GH Kandahar 01,31.61959,65.68341,Open,Afghanistan,office,"009-80890,009-80891"
Ecuador_ECUMTAOFU01_FU Manta 01,ECUMTAOFU01,FU Manta 01,-0.942437,-80.734833,Open,Ecuador,office,009-80927
Guatemala_GTMTECOFU01_FU Tecun Uman 01,GTMTECOFU01,FU Tecun Uman 01,14.67784,-92.138254,Open,Guatemala,office,009-80AC3
Guatemala_GTMSELOFU01_FU Santa Elena 01,GTMSELOFU01,FU Santa Elena 01,16.913175,-89.893519,Open,Guatemala,office,009-80AC8
Mexico_MEXTRNOFU01_FU Torreon 01,MEXTRNOFU01,FU Torreon 01,25.539418,-103.464204,Closed,Mexico,office,009-809FB
Ecuador_ECUHUAOFO01_FO Huaquillas 01,ECUHUAOFO01,FO Huaquillas 01,-3.476343,-80.237892,Open,Ecuador,office,"009-80912,009-80929,009-80958"
Egypt_EGYALEOFO01_FO Alexandria 01,EGYALEOFO01,FO Alexandria 01,31.22582,29.95471,Open,Egypt,office,009-80A97
Kenya_KENNAIORB01_RB Nairobi 01,KENNAIORB01,RB Nairobi 01,-1.228479,36.761587,Open,Kenya,office,"009-80747,009-8074A"
Zimbabwe_ZWETOGOFO01_FO Tongogara 01,ZWETOGOFO01,FO Tongogara 01,-20.347527,32.328551,Open,Zimbabwe,office,009-8084D
Romania_ROUGALOFO01_FO Galati 01,ROUGALOFO01,FO Galati 01,45.431813,28.061221,Open,Romania,office,009-80A52
Venezuela_VENCAROCO01_CO Caracas 01,VENCAROCO01,CO Caracas 01,10.50378,-66.84832,Open,Venezuela,office,009-8084D
Iraq_IRQBAGOCO01_CO Baghdad 01,IRQBAGOCO01,CO Baghdad 01,33.318611,44.404731,Open,Iraq,office,009-808E0
Burundi_BDIBUJOCO01_CO Bujumbura 01,BDIBUJOCO01,CO Bujumbura 01,-3.40901,29.34914,Open,Burundi,office,009-80846
Albania_ALBTIROCO01_CO Tirana 01,ALBTIROCO01,CO Tirana 01,41.327538,19.808572,Open,Albania,office,009-80757
Nigeria_NGAABUOCO01_CO Abuja 01,NGAABUOCO01,CO Abuja 01,9.057921,7.527067,Open,Nigeria,office,009-80785
Myanmar_MMRSITOFO01_FO Sittwe 01,MMRSITOFO01,FO Sittwe 01,20.133103,92.889403,Open,Myanmar,office,009-80E1B
Ecuador_ECUQITOSO01_SO Quito 01,ECUQITOSO01,SO Quito 01,-0.178552,-78.474518,Open,Ecuador,office,"009-8083A,009-80926"
Guatemala_GTMPUEOFU01_FU Puerto Barrios 01,GTMPUEOFU01,FU Puerto Barrios 01,15.727728,-88.591147,Open,Guatemala,office,009-80AF5
Rwanda_RWAKBROFO01_FO Kabarore 01,RWAKBROFO01,FO Kabarore 01,-1.6,30,Open,Rwanda,office,009-8084D
Ethiopia_ETHBHDOLO01_LO Bahir Dar 01,ETHBHDOLO01,LO Bahir Dar 01,11.595556,37.385556,Closed,Ethiopia,office,"009-807D4,009-8082B"
Nigeria_NGAOGOOSO01_SO Ogoja 01,NGAOGOOSO01,SO Ogoja 01,6.64401,8.796888,Open,Nigeria,office,009-80AA5
Kenya_KENGAROFO01_FO Garissa 01,KENGAROFO01,FO Garissa 01,-0.466847,39.642616,Open,Kenya,office,009-80A52
Rwanda_RWAKIGOCO01_CO Kigali 01,RWAKIGOCO01,CO Kigali 01,1,1,Open,Rwanda,office,009-8084D
Rwanda_RWAHUYOFO01_FO Huye 01,RWAHUYOFO01,FO Huye 01,-2.589477,29.746686,Open,Rwanda,office,009-808EC
Ethiopia_ETHTSOOSO01_SO Tsore 01,ETHTSOOSO01,SO Tsore 01,10.235878,34.624968,Open,Ethiopia,office,"009-80829,009-8082C"
Sudan_SDNPSUOCO01_CO Port Sudan 01,SDNPSUOCO01,CO Port Sudan 01,19.3456,37.1233,Open,Sudan,office,009-8084D
Zambia_ZMBLUSOCO02_CO Lusaka 02,ZMBLUSOCO02,CO Lusaka 02,-15.419999,28.353428,Planned,Zambia,office,009-8084D
Zambia_ZMBLUSOCO02_CO Lusaka 02,ZMBLUSOCO02,CO Lusaka 02,-15.419999,28.353428,Open,Zambia,office,009-8084D
Costa Rica_CRIJOSOCO02_CO San Jose 02,CRIJOSOCO02,CO San Jose 02,9.929566,-84.098676,Open,Costa Rica,office,009-80786
Lebanon_LBNTYROFO02_FO Tyre 02,LBNTYROFO02,FO Tyre 02,33.257022,35.220657,Open,Lebanon,office,"009-809EA,009-80AF4"
Chad_TCDABEOFU01_FU Abeche 01,TCDABEOFU01,FU Abeche 01,13.64944,21.58398,Closed,Chad,,009-8084D
