external_id,building_code,name,latitude,longitude,status,country
Hungary_HUNBUDOHQ01_HQ Budapest 01,HUNBUDOHQ01,HQ Budapest 01,47.52011,19.055035,Open,Hungary
Hungary_HUNBUDOHQ01_HQ Budapest 01,HUNBUDOHQ01,HQ Budapest 01,47.52011,19.055035,Open,Hungary
Hungary_HUNBUDOHQ02_HQ Budapest 02,HUNBUDOHQ02,HQ Budapest 02,47.53482,19.05978,Open,Hungary
Hungary_HUNBUDOHQ02_HQ Budapest 02,HUNBUDOHQ02,HQ Budapest 02,47.53482,19.05978,Open,Hungary
Hungary_HUNBUDOHQ02_HQ Budapest 02,HUNBUDOHQ02,HQ Budapest 02,47.53482,19.05978,Open,Hungary
Greece_GRCSMSOFO01_FO Samos 01,GRCSMSOFO01,FO Samos 01,37.7542,26.97954,Open,Greece
Greece_GRCATHOCO01_CO Athens 01,GRCATHOCO01,CO Athens 01,37.98102,23.75784,Open,Greece
Greece_GRCATHOCO01_CO Athens 01,GRCATHOCO01,CO Athens 01,37.98102,23.75784,Open,Greece
Switzerland_CHEGENOHQ01_HQ Geneva 01,CHEGENOHQ01,HQ Geneva 01,46.221106,6.140581,Open,Switzerland
Greece_GRCLESOSO01_SO Lesvos 01,GRCLESOSO01,SO Lesvos 01,39.111955,26.558309,Open,Greece
Libya_LBYTRLOCO01_CO Tripoli 01,LBYTRLOCO01,CO Tripoli 01,32.83605,13.064294,Open,Libya
Libya_LBYTRLOCO01_CO Tripoli 01,LBYTRLOCO01,CO Tripoli 01,32.83605,13.064294,Open,Libya
Serbia_SRBBLGOCO01_CO Belgrade 01,SRBBLGOCO01,CO Belgrade 01,44.816651,20.420965,Open,Serbia
Serbia_SRBBLGOCO01_CO Belgrade 01,SRBBLGOCO01,CO Belgrade 01,44.816651,20.420965,Open,Serbia
Serbia_SRBPRSOFU01_FU Presevo 01,SRBPRSOFU01,FU Presevo 01,42.301334,21.683063,Open,Serbia
Ecuador_ECUQITOCO01_CO Quito 01,ECUQITOCO01,CO Quito 01,0.19865,78.48141,Open,Ecuador
Zambia_ZMBLUSOCO01_CO Lusaka 01,ZMBLUSOCO01,CO Lusaka 01,-15.37333,28.39212,Open,Zambia
Zambia_ZMBLUSOCO01_CO Lusaka 01,ZMBLUSOCO01,CO Lusaka 01,-15.37333,28.39212,Closed,Zambia
Thailand_THAMSOOFO01_FO Mae Sot 01,THAMSOOFO01,FO Mae Sot 01,16.70401,98.57213,Open,Thailand
Zambia_ZMBKAWOFO01_FO Kawambwa 01,ZMBKAWOFO01,FO Kawambwa 01,-9.79431,29.08012,Open,Zambia
Kuwait_KWTKUWOCO01_CO Kuwait City 01,KWTKUWOCO01,CO Kuwait City 01,29.274551,48.057947,Open,Kuwait
Kuwait_KWTKUWOCO01_CO Kuwait City 01,KWTKUWOCO01,CO Kuwait City 01,29.274551,48.057947,Open,Kuwait
India_INDNDEOCO01_CO New Delhi 01,INDNDEOCO01,CO New Delhi 01,28.56521,77.16115,Open,India
Brazil_BRABOAOSO01_SO Boa Vista 01,BRABOAOSO01,SO Boa Vista 01,2.82357,-60.69417,Open,Brazil
Brazil_BRABOAOSO01_SO Boa Vista 01,BRABOAOSO01,SO Boa Vista 01,2.82357,60.69417,Open,Brazil
Jordan_JORAMMORB01_RB Amman 01,JORAMMORB01,RB Amman 01,31.952284,35.891215,Open,Jordan
Jordan_JORAMMORB01_RB Amman 01,JORAMMORB01,RB Amman 01,31.952284,35.891215,Open,Jordan
Western Sahara_ESHLAAOLO01_LO Laayoune 01,ESHLAAOLO01,LO Laayoune 01,27.151553,-13.190967,Open,Western Sahara
Algeria_DZATINOSO01_SO Tindouf 01,DZATINOSO01,SO Tindouf 01,27.667828,-8.149159,Open,Algeria
Azerbaijan_AZEBAKOCO01_CO Baku 01,AZEBAKOCO01,CO Baku 01,40.41066,49.87222,Open,Azerbaijan
Azerbaijan_AZEBAKOCO01_CO Baku 01,AZEBAKOCO01,CO Baku 01,40.41066,49.87222,Open,Azerbaijan
Myanmar_MMRNAYOLO01_LO Nay Pyi Taw 01,MMRNAYOLO01,LO Nay Pyi Taw 01,19.72682,96.07529,Open,Myanmar
Bosnia and Herzegovina_BIHSAROCO01_CO Sarajevo 01,BIHSAROCO01,CO Sarajevo 01,43.857367,18.406742,Open,Bosnia and Herzegovina
Bosnia and Herzegovina_BIHBHCOFU01_FU Bihac 01,BIHBHCOFU01,FU Bihac 01,44.811326,15.872439,Open,Bosnia and Herzegovina
Myanmar_MMRBHOOFU01_FU Bhomo 01,MMRBHOOFU01,FU Bhomo 01,24.145105,97.141516,Open,Myanmar
South Sudan_SSDYAMOFO01_FO Yambio 01,SSDYAMOFO01,FO Yambio 01,4.566,28.396,Open,South Sudan
South Sudan_SSDBNTOFO01_FO Bentiu 01,SSDBNTOFO01,FO Bentiu 01,9.253,29.7882,Open,South Sudan
Hungary_HUNBUDOMC01_MC Budapest 01,HUNBUDOMC01,MC Budapest 01,47.516588,19.018236,Open,Hungary
South Sudan_SSDTOTOFO01_FO Torit 01,SSDTOTOFO01,FO Torit 01,4.402801,32.591799,Open,South Sudan
South Sudan_SSDTOTOFO01_FO Torit 01,SSDTOTOFO01,FO Torit 01,4.402801,32.591799,Open,South Sudan
South Sudan_SSDBNJOSO01_SO Bunj 01,SSDBNJOSO01,SO Bunj 01,9.9596,33.6962,Open,South Sudan
South Sudan_SSDBNJOSO01_SO Bunj 01,SSDBNJOSO01,SO Bunj 01,9.9596,33.6962,Open,South Sudan
South Sudan_SSDMALOFO01_FO Malakal 01,SSDMALOFO01,FO Malakal 01,9.549,31.648,Open,South Sudan
Iraq_IRQKIROFO01_FO Kirkuk 01,IRQKIROFO01,FO Kirkuk 01,35.48871,44.38175,Closed,Iraq
Bangladesh_BGDDHAOCO01_CO Dhaka 01,BGDDHAOCO01,CO Dhaka 01,23.79662,90.41667,Open,Bangladesh
Nigeria_NGAMIDWCC01_CC Maiduguri 01,NGAMIDWCC01,CC Maiduguri 01,11.84988,13.140595,Open,Nigeria
Nigeria_NGAMIDWCC01_CC Maiduguri 01,NGAMIDWCC01,CC Maiduguri 01,11.84988,13.140595,Open,Nigeria
Nigeria_NGAABUOCO01_CO Abuja 01,NGAABUOCO01,CO Abuja 01,9.057921,7.527067,Open,Nigeria
South Sudan_SSDBOROFO01_FO Bor 01,SSDBOROFO01,FO Bor 01,6.2272,31.5673,Open,South Sudan
South Sudan_SSDYEIOFO01_FO Yei 01,SSDYEIOFO01,FO Yei 01,4.084,30.662,Open,South Sudan
South Sudan_SSDJAMOSO01_SO Jam Jang 01,SSDJAMOSO01,SO Jam Jang 01,9.9262,30.2913,Open,South Sudan
Slovakia_SVKKSCOFO01_FO Kosice 01,SVKKSCOFO01,FO Kosice 01,48.71847,21.247641,Open,Slovakia
Syria_SYRTAROFO01_FO Tartous 01,SYRTAROFO01,FO Tartous 01,34.86096,35.904184,Open,Syria
Mauritania_MRTNOUOFU01_FU Nouadhibou 01,MRTNOUOFU01,FU Nouadhibou 01,20.91354,-17.05071,Open,Mauritania
Ethiopia_ETHGNDOFO01_FO Gondar 01,ETHGNDOFO01,FO Gondar 01,12.613444,37.458083,Open,Ethiopia
South Sudan_SSDJUBOCO01_CO Juba 01,SSDJUBOCO01,CO Juba 01,4.8511,31.5978,Open,South Sudan
Indonesia_IDNPEKOFO01_FO Pekanbaru 01,IDNPEKOFO01,FO Pekanbaru 01,0.463679,101.400993,Open,Indonesia
Indonesia_IDNTANOFO01_FO Tanjung Pinang 01,IDNTANOFO01,FO Tanjung Pinang 01,0.913424,104.489355,Open,Indonesia
Indonesia_IDNMKSOFO01_FO Makassar 01,IDNMKSOFO01,FO Makassar 01,-5.134624,119.414213,Open,Indonesia
Indonesia_IDNMDNOFO01_FO Medan 01,IDNMDNOFO01,FO Medan 01,3.586971,98.682362,Open,Indonesia
Ethiopia_ETHDBKOFO01_FO Debark 01,ETHDBKOFO01,FO Debark 01,13.152768,37.898698,Open,Ethiopia
Niger_NERTAHOFO01_FO Tahoua 01,NERTAHOFO01,FO Tahoua 01,14.885317,5.292669,Open,Niger
Kenya_KENDADOSO01_SO Dadaab 01,KENDADOSO01,SO Dadaab 01,0.04762,40.31204,Open,Kenya
Ethiopia_ETHDIROFO01_FO Dire Dawa 01,ETHDIROFO01,FO Dire Dawa 01,9.60289,41.85854,Open,Ethiopia
Niger_NERAGAOSO01_SO Agadez 01,NERAGAOSO01,SO Agadez 01,16.987063,8.006063,Open,Niger
Ethiopia_ETHABROFU01_FU Aw barre 01,ETHABROFU01,FU Aw barre 01,9.780092,43.214732,Open,Ethiopia
Ethiopia_ETHSHEOFU01_FU Sheder 01,ETHSHEOFU01,FU Sheder 01,9.693604,43.120812,Open,Ethiopia
Ethiopia_ETHKEBOFU01_FU Kebribeyah 01,ETHKEBOFU01,FU Kebribeyah 01,9.1007,43.175479,Open,Ethiopia
Ethiopia_ETHDSSOFU01_FU Dessie 01,ETHDSSOFU01,FU Dessie 01,11.147778,39.645556,Open,Ethiopia
Niger_NERNIAOCO01_CO Niamey 01,NERNIAOCO01,CO Niamey 01,13.5402,2.105434,Open,Niger
Kenya_KENKAKOSO01_SO Kakuma 01,KENKAKOSO01,SO Kakuma 01,3.71047,34.85726,Open,Kenya
Burkina Faso_BFAOUAONO01_NO Ouagadougou 01,BFAOUAONO01,NO Ouagadougou 01,12.366062,-1.544062,Open,Burkina Faso
Burkina Faso_BFAOUAONO01_NO Ouagadougou 01,BFAOUAONO01,NO Ouagadougou 01,12.366062,-1.544062,Open,Burkina Faso
Ethiopia_ETHSAMOFO01_FO Samara 01,ETHSAMOFO01,FO Samara 01,11.79592,41.003443,Open,Ethiopia
Ethiopia_ETHAYSOFU01_FU Aysaita 01,ETHAYSOFU01,FU Aysaita 01,11.589455,41.446625,Open,Ethiopia
Republic of the Congo_COGGMBOFO01_FO Gamboma 01,COGGMBOFO01,FO Gamboma 01,1.868361,15.885928,Open,Republic of the Congo
Poland_POLLUBOFO01_FO Lublin 01,POLLUBOFO01,FO Lublin 01,51.29904,22.59458,Open,Poland
Malta_MLTVALOCO01_CO Valetta 01,MLTVALOCO01,CO Valetta 01,35.898387,14.497834,Open,Malta
Malta_MLTVALOCO01_CO Valetta 01,MLTVALOCO01,CO Valetta 01,35.898387,14.497834,Open,Malta
Nepal_NPLKATOCO01_CO Kathmandu 01,NPLKATOCO01,CO Kathmandu 01,27.735598,85.333309,Open,Nepal
Canada_CANOTTOCO01_CO Ottawa 01,CANOTTOCO01,CO Ottawa 01,45.419187,-75.701563,Open,Canada
Ethiopia_ETHGAMGGH01_GH Gambella 01,ETHGAMGGH01,GH Gambella 01,8.272276,34.580689,Open,Ethiopia
Ethiopia_ETHPUGOFO01_FO Pugnido 01,ETHPUGOFO01,FO Pugnido 01,7.647978,34.255079,Open,Ethiopia
Ethiopia_ETHMELOSO01_SO Melkadida 01,ETHMELOSO01,SO Melkadida 01,4.527936,41.734644,Open,Ethiopia
Peru_PERTUMOFO01_FO Tumbes 01,PERTUMOFO01,FO Tumbes 01,-3.57059,-80.45995,Open,Peru
Peru_PERTUMOFO01_FO Tumbes 01,PERTUMOFO01,FO Tumbes 01,-3.57059,-80.45995,Open,Peru
Bosnia and Herzegovina_BIHTUZOFU01_FU Tuzla 01,BIHTUZOFU01,FU Tuzla 01,44.533673,18.644855,Open,Bosnia and Herzegovina
Kazakhstan_KAZASTONO01_NO Astana 01,KAZASTONO01,NO Astana 01,51.161226,71.424612,Open,Kazakhstan
Romania_ROUTIMOFU02_FU Timisoara 02,ROUTIMOFU02,FU Timisoara 02,45.779519,21.227652,Open,Romania
Romania_ROUTIMOFU02_FU Timisoara 02,ROUTIMOFU02,FU Timisoara 02,45.779519,21.227652,Open,Romania
Slovenia_SVNLJBOCO01_CO Ljubljana 01,SVNLJBOCO01,CO Ljubljana 01,46.05021,14.5008,Open,Slovenia
Rwanda_RWAKIGOCO02_CO Kigali 02,RWAKIGOCO02,CO Kigali 02,1,1,Open,Rwanda
Malta_MLTVALOLO01_LO Valetta 01,MLTVALOLO01,LO Valetta 01,35.89914,14.51186,Open,Malta
Ethiopia_ETHDBTOFO01_FO Dabat 01,ETHDBTOFO01,FO Dabat 01,12.980833,37.76,Open,Ethiopia
Afghanistan_AFGKABOCO01_CO Kabul 01,AFGKABOCO01,CO Kabul 01,34.551667,69.232139,Open,Afghanistan
Afghanistan_AFGKABOCO01_CO Kabul 01,AFGKABOCO01,CO Kabul 01,34.551667,69.232139,Open,Afghanistan
Colombia_COLQIBOFO01_FO Quibdo 01,COLQIBOFO01,FO Quibdo 01,5.686476,-76.661619,Open,Colombia
Colombia_COLQIBOFO01_FO Quibdo 01,COLQIBOFO01,FO Quibdo 01,5.68648,-76.661619,Open,Colombia
Pakistan_PAKDALOFO01_FO Dalbandin 01,PAKDALOFO01,FO Dalbandin 01,28.887844,64.405813,Open,Pakistan
Jordan_JORMAFOSO01_SO Mafraq 01,JORMAFOSO01,SO Mafraq 01,32.33565,36.22052,Open,Jordan
Mexico_MEXTAPOFO01_FO Tapachula 01,MEXTAPOFO01,FO Tapachula 01,14.914734,-92.25281,Open,Mexico
Mexico_MEXTUXOSO01_SO Tuxtla Gutierrez 01,MEXTUXOSO01,SO Tuxtla Gutierrez 01,16.752906,-93.143725,Open,Mexico
Mexico_MEXTENOFU01_FU Tenosique 01,MEXTENOFU01,FU Tenosique 01,17.476646,-91.426451,Open,Mexico
Mexico_MEXPALOFU01_FU Palenque 01,MEXPALOFU01,FU Palenque 01,17.513995,-91.991448,Open,Mexico
Syria_SYRHOMOSO01_SO Homs 01,SYRHOMOSO01,SO Homs 01,34.724311,36.700361,Open,Syria
Mexico_MEXGUAOFU01_FU Guadalajara 01,MEXGUAOFU01,FU Guadalajara 01,20.670673,-103.375209,Open,Mexico
Mexico_MEXAGUOFU01_FU Aguas Calientes 01,MEXAGUOFU01,FU Aguas Calientes 01,21.885825,-102.290445,Open,Mexico
Mexico_MEXTIJOFO01_FO Tijuana 01,MEXTIJOFO01,FO Tijuana 01,32.52456,-117.014948,Open,Mexico
Mexico_MEXMXCOCO01_CO Mexico City 01,MEXMXCOCO01,CO Mexico City 01,19.431236,-99.180765,Open,Mexico
Spain_ESPMADOCO01_CO Madrid 01,ESPMADOCO01,CO Madrid 01,40.45214,-3.694416,Open,Spain
Spain_ESPMADOCO01_CO Madrid 01,ESPMADOCO01,CO Madrid 01,40.45214,-3.694416,Open,Spain
Syria_SYRQAMOSO01_SO Qamishli 01,SYRQAMOSO01,SO Qamishli 01,37.046563,41.221312,Open,Syria
Namibia_NAMWINOFO01_FO Windhoek 01,NAMWINOFO01,FO Windhoek 01,-22.56499,17.0984,Open,Namibia
Namibia_NAMWINOFO01_FO Windhoek 01,NAMWINOFO01,FO Windhoek 01,-22.56499,17.0984,Open,Namibia
Guatemala_GTMESQOFU01_FU Esquipulas 01,GTMESQOFU01,FU Esquipulas 01,14.563336,-89.3545,Open,Guatemala
Poland_POLRZEOSO01_SO Rzeszow 01,POLRZEOSO01,SO Rzeszow 01,50.09696,21.98432,Open,Poland
Poland_POLWAROFO01_FO Warsaw 01,POLWAROFO01,FO Warsaw 01,52.22311,21.03731,Open,Poland
Poland_POLWAROFO01_FO Warsaw 01,POLWAROFO01,FO Warsaw 01,52.247109,21.060877,Closed,Poland
Turkiye_TURANKOSO02_SO Ankara 02,TURANKOSO02,SO Ankara 02,39.871961,32.863269,Open,Turkiye
Turkiye_TURGAZOFO01_FO Gaziantep 01,TURGAZOFO01,FO Gaziantep 01,37.090896,37.345514,Open,Turkiye
Turkiye_TURIZMOFO01_FO Izmir 01,TURIZMOFO01,FO Izmir 01,38.426558,27.133784,Open,Turkiye
Uruguay_URYMOTONO01_NO Montevideo 01,URYMOTONO01,NO Montevideo 01,-34.90413,-56.20069,Open,Uruguay
Ivory Coast_CIVABIOCO01_CO Abidjan 01,CIVABIOCO01,CO Abidjan 01,5.377574,-3.996797,Open,Ivory Coast
Ivory Coast_CIVGUIOFU01_FU Guiglo 01,CIVGUIOFU01,FU Guiglo 01,6.548353,-7.55426,Closed,Ivory Coast
Democratic Republic of the Congo_CODBUKOFO03_FO Bukavu 03,CODBUKOFO03,FO Bukavu 03,-2.49507,28.879406,Open,Democratic Republic of the Congo
Ivory Coast_CIVBNAOFU01_FU Bouna 01,CIVBNAOFU01,FU Bouna 01,9.269786,-3.004711,Open,Ivory Coast
Ivory Coast_CIVFRKOFO01_FO Ferkessedougou 01,CIVFRKOFO01,FO Ferkessedougou 01,9.580142,-5.2077,Open,Ivory Coast
Greece_GRCTHSOFO01_FO Thessaloniki 01,GRCTHSOFO01,FO Thessaloniki 01,40.620922,22.953485,Open,Greece
Greece_GRCOREOFU01_FU Orestiada 01,GRCOREOFU01,FU Orestiada 01,41.504789,26.533555,Open,Greece
Malawi_MWILILOCO01_CO Lilongwe 01,MWILILOCO01,CO Lilongwe 01,13.952962,33.777525,Open,Malawi
Malawi_MWILILOCO01_CO Lilongwe 01,MWILILOCO01,CO Lilongwe 01,13.952962,33.777525,Open,Malawi
Malawi_MWILILOCO01_CO Lilongwe 01,MWILILOCO01,CO Lilongwe 01,13.952962,33.777525,Open,Malawi
Kazakhstan_KAZALMOMC01_MC Almaty 01,KAZALMOMC01,MC Almaty 01,43.803686,77.727747,Open,Kazakhstan
Kazakhstan_KAZALMOMC01_MC Almaty 01,KAZALMOMC01,MC Almaty 01,43.803686,77.727747,Open,Kazakhstan
Kazakhstan_KAZALMOMC01_MC Almaty 01,KAZALMOMC01,MC Almaty 01,43.803686,77.727747,Open,Kazakhstan
Niger_NERMRDOSO01_SO Maradi 01,NERMRDOSO01,SO Maradi 01,13.29246,7.07304,Open,Niger
Somalia_SOMHRGOSO01_SO Hargeysa 01,SOMHRGOSO01,SO Hargeysa 01,9.52262,44.07182,Open,Somalia
Niger_NEROULOFU01_FU Ouallam 01,NEROULOFU01,FU Ouallam 01,14.31384,2.086087,Open,Niger
Niger_NEROULOFU01_FU Ouallam 01,NEROULOFU01,FU Ouallam 01,14.31384,2.086087,Open,Niger
Niger_NERTILOSO01_SO Tillaberi 01,NERTILOSO01,SO Tillaberi 01,14.19688,1.466393,Open,Niger
Republic of the Congo_COGBETOFO01_FO Betou 01,COGBETOFO01,FO Betou 01,3.059492,18.515968,Open,Republic of the Congo
Cameroon_CMRBATOFU01_FU Batouri 01,CMRBATOFU01,FU Batouri 01,4.42726,14.35891,Open,Cameroon
Central African Republic_CAFBNGOCO01_CO Bangui 01,CAFBNGOCO01,CO Bangui 01,4.368076,18.553262,Open,Central African Republic
Cameroon_CMRMEIOFO01_FO Meiganga 01,CMRMEIOFO01,FO Meiganga 01,6.52034,14.27904,Open,Cameroon
Cameroon_CMRDJOOFU01_FU Djohong 01,CMRDJOOFU01,FU Djohong 01,6.83708,14.68257,Open,Cameroon
Cameroon_CMRBAEOSO01_SO Bamenda 01,CMRBAEOSO01,SO Bamenda 01,5.949427,10.170229,Open,Cameroon
Brazil_BRAPACOFU01_FU Pacaraima 01,BRAPACOFU01,FU Pacaraima 01,4.47653,61.14657,Open,Brazil
Brazil_BRAPACOFU01_FU Pacaraima 01,BRAPACOFU01,FU Pacaraima 01,4.47653,61.14657,Open,Brazil
Ethiopia_ETHPUGOFO02_FO Pugnido 02,ETHPUGOFO02,FO Pugnido 02,7.70012,34.229635,Open,Ethiopia
Malawi_MWIDZLOCO01_CO Dzaleka 01,MWIDZLOCO01,CO Dzaleka 01,13.662089,33.895554,Open,Malawi
Mexico_MEXVLHOFU01_FU Villahermosa 01,MEXVLHOFU01,FU Villahermosa 01,17.994436,92.927709,Open,Mexico
Ecuador_ECUMTAOFO01_SMO - FO Manta 01,ECUMTAOFO01,SMO - FO Manta 01,-0.98109,-80.69669,Planned,Ecuador
Ecuador_ECUGAYOFO01_SMO - FO Guayaquil 01,ECUGAYOFO01,SMO - FO Guayaquil 01,-2.15919,-79.92846,Temporary,Ecuador
Greece_GRCCHIOFU01_FU Chios 01,GRCCHIOFU01,FU Chios 01,38.369332,26.136141,Open,Greece
Uganda_UGAKAMOCO01_CO Kampala 01,UGAKAMOCO01,CO Kampala 01,0.338251,32.596572,Open,Uganda
Brazil_BRABRSOCO01_CO Brasilia 01,BRABRSOCO01,CO Brasilia 01,-15.786723,-47.889001,Open,Brazil
Panama_PANPCTORB01_RB Panama City 01,PANPCTORB01,RB Panama City 01,8.96501,-79.58136,Open,Panama
Belgium_BELBRUOMC01_MC Brussels 01,BELBRUOMC01,MC Brussels 01,50.82393,4.367,Open,Belgium
Thailand_THABANORB01_RB Bangkok 01,THABANORB01,RB Bangkok 01,13.738759,100.54732,Open,Thailand
Germany_DEUNUROLO01_LO Nuremberg 01,DEUNUROLO01,LO Nuremberg 01,49.42974,11.04456,Open,Germany
Jordan_JORAZROFO01_FO Azraq 01,JORAZROFO01,FO Azraq 01,31.912547,36.56386,Open,Jordan
Colombia_COLCUCOSO01_SO Cucuta 01,COLCUCOSO01,SO Cucuta 01,7.88296,-72.49359,Open,Colombia
Colombia_COLAPAOFO01_FO Apartado 01,COLAPAOFO01,FO Apartado 01,7.884832,-76.637044,Open,Colombia
Colombia_COLPOPOFU01_FU Popayan 01,COLPOPOFU01,FU Popayan 01,2.4551,-76.59554,Open,Colombia
Jordan_JORAMMOCO02_CO Amman 02,JORAMMOCO02,CO Amman 02,31.995845,35.841366,Open,Jordan
Panama_PANPCTORB02_RB Panama City 02,PANPCTORB02,RB Panama City 02,8.996113,-79.580458,Open,Panama
Indonesia_IDNJAKOCO01_CO Jakarta 01,IDNJAKOCO01,CO Jakarta 01,-6.207952,106.8292,Open,Indonesia
Myanmar_MMRYANOCO01_CO Yangon 01,MMRYANOCO01,CO Yangon 01,17.044697,96.170443,Open,Myanmar
Myanmar_MMRYANOCO01_CO Yangon 01,MMRYANOCO01,CO Yangon 01,17.044697,96.170443,Open,Myanmar
Myanmar_MMRYANOCO01_CO Yangon 01,MMRYANOCO01,CO Yangon 01,17.044697,96.170443,Open,Myanmar
Lebanon_LBNBEIOCO01_CO Beirut 01,LBNBEIOCO01,CO Beirut 01,33.872372,35.491716,Open,Lebanon
Yemen_YEMSDAOFO01_FO Saada 01,YEMSDAOFO01,FO Saada 01,16.936056,43.755611,Open,Yemen
Angola_AGODUNOFO01_FO Dundo 01,AGODUNOFO01,FO Dundo 01,-7.354621,20.810151,Open,Angola
Liberia_LBRMNROCO01_CO Monrovia 01,LBRMNROCO01,CO Monrovia 01,6.2951,10.7942,Open,Liberia
